# Keywords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Product Name,LCDB Summary Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Product Description,This table summarizes the results reported in the Details table by listing what the LCDB authors consider to be the more likely period, amplitude, diameter, albedo, and H/G(12) values from among those details records. All amplitudes are peak-to-peak, not average-to-peak. This table is the foundation for the commonly seen frequency-diameter plots. The majority of details records have no date of observation and so have the default date of 1899-12-30; these are not considered when finding the START/STOPTIME values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start Time,1913-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Stop Time,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Target Name,Multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Target Type,Asteroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Author List,Warner, B.D.; Harris, A.W.; Pravec, P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Facility,Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Instrument,Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Product Processing Level,Derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Science Search Facet,Photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Science Search Facet,Physical Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Science Search Facet,Lightcurve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Science Search Facet,Taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Number,Name,Desig,Family,CSource,Class,DiamSource,DiamFlag,Diam,HSource,10-H,HBand,GSource,G,G2,AlbSource,AlbFlag,Albedo,PFlag,19-Period,PerDesc,AmpFlag,AmpMin,23-AmpMax,U,Notes,IsBinary,Pole,Survey,ExNotes,Private
#integer,string,string,string,string,string,string,string,real,string,real,string,string,real,real,string,string,real,string,real,string,string,real,real,string,string,string,string,string,string,string
#integer,string,string,string,string,string,string,string,km,string,magnitude,string,string,dimensionless value,dimensionless value,string,string,Albedo,string,hours,string,string,magnitude,magnitude,string,string,string,Boolean,string,Boolean,Boolean
#-9,-,-,-,-,-,-,-,-9.99,-,-9.99,V,-,-9.99,-9.99,-,-,-9.99,-,-9.99,-,-,-9.99,-9.99,-,-,-,N,-,N,N
#The permanent number assigned by the Minor Planet Center, if any.,The name assigned to the asteroid at the time of observations. If not named, the preliminary designation assigned by the MPC. It is possible that this will not match the name in the current version of the MPCORB file since the asteroid may have been named since the observations or it has a different designation.,The current MPC designation. N.B. An object may have one or more previous designations.,The orbital group or collisional family. See the pds_readme.pdf, section 3.1.2 and Tables 3.1.2.2 and 3.1.2.3.,This flag indicating the source of the taxonomic class. See pds_readme.pdf, Table 4.1.4.1.,The taxonomic class of the asteroid, usually based on the Tholen or Bus-DeMeo system. If the CSource flag indicates an assumed class, this is based on the orbital group or family.,This flag indicates the source for the assigned diameter, e.g., Calculated. See the pds_readme.pdf, Table 4.1.4.6.,This flag indicates if the assigned diameter is a minimum or maximum value.,The effective diameter of the asteroid. This could be a direct measurement, e.g., IR observations, or based on using H and (assumed) albedo.,This flag gives the source for the assigned H (absolute magnitude) of the asteroid, e.g., MPCOrb or the literature. See pds_readme.pdf, Table 4.1.4.2.,The absolute magnitude of the asteroid. Usually this is on the H-G system. If based on the H-G12 system, the HSource flag will indicate such.,The photometric band of the H magnitude, e.g., V (default), Sloan r' (SR), or ATLAS (AO or AC). If not given explicitly or, very rarely, it cannot be safely inferred from the source, the default of V is used.,This flag indicates the source of the phase slope parameter (G) on the H-G12 system. See the pds_readme.pdf, section 3.1.1 and Table 4.1.4.4.,The phase slope parameter for the asteroid. If GSource is not 'G', then the value is G on the H-G System. If GSource = 'G' and there is no value for G2, the value is G1 on the H-G12 system. If there is a value for G2, then G is G1 on the H-G1,G2 system.,The second phase slope parameter for the asteroid on the H-G1,G2 system. ,This flag indicates the source of the assigned albedo, e.g., Assumed, Calculated. See the pds_readme.pdf, Table 4.1.4.7.,Indicates if the albedo is a minimum or maximum value.This flag indicates if the albedo value is a minimum or maximum.,The assigned albedo of the object. Unless otherwise indicated, this is pV (visual).,This flag indicates if the assigned period is a minimum or maximum value or if there is only a descriptive value, e.g., long. See the pds_readme.pdf, Table 4.1.5.2.,The rotation period of the asteroid. This is usually a synodic period. If sidereal (from a model), the PFlag field will indicate such.,When no numeric value for the period is available or can be reasonably inferred, , this field will give a description, e.g., long. The PFlag will be set in this case.,This flag indicates if the AmpMax field is a minimum or maximum value. It does not apply to the AmpMin field. N.B. Amplitudes are peak-to-peak (P-P).,This is the minimum reported lightcurve amplitude (P-P). It can be from the same source as the AmpMax value, or it can be from another source.,This is the maximum reported lightcurve amplitude (P-P). It can be from the same source as the AmpMin value, or it can be from another source.,The reliability of the adopted period solution. Values 2-,2,2+,3-, and 3 are considered useful for statistical studies. See the pds_readme.pdf, section 4.1.2.,This can consist of one or more single-character values that qualify the summary record. For example, T? would indicate the asteroid is a suspected tumbler. See the pds_readme.pdf, Table 4.1.5.3.,This flag indicates if the object is a suspected/confirmed binary asteroid or a multiple system (?=Suspected, B=Binary, M=Multiple).,This flag indicates if a spin axis and/or shape model have been reported. One or more details records for the given asteroid will give more information, as will the lc_spinaxis table.,This flag indicates if the results are from a wide-field survey and so should be used with caution for statistical studies. See the pds_readme.pdf, section 5, for a description of the possible values.,This flag indicates if there are one or more entries for the object in the lc_exnotes (extended notes) table. That table includes extended notes from the summary and details tables.,This flag indicates if public releases can include only a limited subset of information, e.g., object number/name and U rating, if any. The purpose is to advise that a result exists but is not available to the public.
# Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,Sanenobufukui,1990 XA,9106,A,C*,C,-,10.92,T,12.04,V,G,0.705,-9.99,L,-,0.2264,-,3.388,-,-,0.68,0.70,3,-,-,Y,-,N,N
5690,1992 EU,1992 EU,9106,A,C*,C,-,13.05,M,13.15,V,A,0.12,-9.99,A,-,0.057,-,5.,-,-,-9.99,0.2,2,-,-,N,-,N,N
5691,Fredwatson,1992 FD,9104,A,S*,C,-,6.27,M,13.38,V,A,0.24,-9.99,A,-,0.20,-,106.0,-,-,-9.99,1.2,3-,T0,-,Y,-,N,N
5692,Shirao,1992 FR,9105,A,C*,C,-,12.93,M,12.56,V,A,0.20,-9.99,A,-,0.10,-,2.8878,-,-,0.12,0.16,3,-,-,N,-,N,N
5693,1993 EA,1993 EA,9101,A,S*,D,-,1.26,L,16.87,V,A,0.24,-9.99,A,-,0.20,-,2.496,-,-,0.05,0.13,2,-,-,N,-,N,N
5695,Remillieux,4577 P-L,502,A,S,C,-,7.76,M,12.97,V,A,0.24,-9.99,A,-,0.19,-,-9.99,-,-,-9.99,-9.99,-,-,-,N,-,N,N
5700,Homerus,5166 T-3,502,A,S,C,-,6.49,M,13.36,V,A,0.24,-9.99,A,-,0.19,S,4.95518,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5701,Baltuck,1929 VS,9106,A,C*,C,-,17.04,M,12.57,V,A,0.12,-9.99,A,-,0.057,-,4.8328,-,-,0.59,0.70,3-,-,-,Y,-,N,N
5702,Morando,1931 FC,402,A,S,C,-,4.31,M,13.75,V,A,0.24,-9.99,A,-,0.30,-,9.5,-,-,-9.99,0.62,2+,-,-,N,-,N,N
5703,Hevelius,1931 VS,502,A,S,C,-,7.52,M,13.04,V,A,0.24,-9.99,A,-,0.19,-,3.4566,-,-,0.59,0.68,3,-,-,N,-,N,N
5706,Finkelstein,1971 SS1,602,A,C,C,-,13.46,M,12.86,V,A,0.12,-9.99,A,-,0.07,-,8.251,-,-,-9.99,0.24,3-,-,-,N,SWF,N,N
5707,Shevchenko,1976 GY3,402,A,S,C,-,5.00,M,13.43,V,A,0.24,-9.99,A,-,0.30,-,3.0081,-,-,-9.99,0.46,3-,-,-,Y,-,N,N
5709,Tamyeunleung,1977 TS3,9106,A,C*,D,-,18.26,M,12.45,V,A,0.12,-9.99,D,-,0.0555,-,3.562,-,-,-9.99,0.24,3-,-,-,N,-,N,N
5711,Eneev,1978 SO4,9107,A,P*,D,-,38.80,M,11.1,V,A,0.12,-9.99,D,-,0.0426,-,107.1,-,-,-9.99,0.15,2,A,-,N,-,N,N
5712,Funke,1979 SR,9106,A,C*,C,-,6.47,M,12.92,V,A,0.12,-9.99,L,-,0.2866,-,3.9481,-,-,0.51,0.84,3,-,-,Y,-,N,N
5713,1982 FF3,1982 FF3,9104,A,S*,C,-,4.35,T,14.17,V,G,0.030,-9.99,A,-,0.20,-,7.000,-,-,-9.99,0.07,1,-,-,N,SWF,N,N
5714,Krasinsky,1982 PR,602,A,C,C,-,15.10,T,12.61,V,G,1.000,-9.99,A,-,0.07,-,18.184,-,-,-9.99,0.45,2,-,-,N,SWF,N,N
5716,Pickard,1982 UH,405,A,SFC,C,-,3.82,M,14.09,V,A,0.24,-9.99,A,-,0.28,-,9.6,-,-,-9.99,0.03,1,-,-,N,-,N,N
5719,Krizik,1983 RX,402,A,S,C,-,4.58,M,13.62,V,A,0.24,-9.99,A,-,0.30,-,22.1117,-,-,-9.99,0.39,2,-,-,N,DWF,N,N
5720,Halweaver,1984 FN,9103,A,S*,C,-,5.38,M,13.71,V,A,0.24,-9.99,A,-,0.20,-,3.8883,-,-,0.45,0.55,3,-,-,N,-,N,N
5723,Hudson,1986 RR2,9104,A,S*,C,-,4.20,M,14.25,V,A,0.24,-9.99,A,-,0.20,S,4.475115,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5724,1986 WE,1986 WE,9104,A,S*,C,-,4.64,T,14.03,V,G,0.445,-9.99,A,-,0.20,-,9.8258,-,-,0.48,0.56,3,-,-,N,-,N,N
5730,Yonosuke,1988 TP1,9106,A,C*,C,-,15.33,T,12.8,V,L,0.15,-9.99,A,-,0.057,-,5.45,-,-,-9.99,0.31,2,-,-,N,SWF,N,N
5732,1988 WC,1988 WC,9103,A,S*,C,-,3.41,M,14.7,V,A,0.24,-9.99,A,-,0.20,-,3.1,-,-,-9.99,0.3,2,-,-,N,-,N,N
5733,1989 AQ,1989 AQ,602,A,C,C,-,11.99,T,13.11,V,G,1.000,-9.99,A,-,0.07,-,157.767,-,-,-9.99,0.66,2,-,-,N,SWF,N,N
5735,Loripaul,1989 LM,402,A,S,C,-,3.88,M,13.98,V,A,0.24,-9.99,A,-,0.30,-,7.227,-,-,-9.99,0.26,3,-,-,N,-,N,N
5736,Sanford,1989 LW,701,A,S,L,-,4.98,L,14.17,V,L,0.24,-9.99,L,-,0.1529,-,3.1846,-,-,-9.99,0.42,3,-,-,N,-,N,N
5738,Billpickering,1989 UY3,9103,A,S*,C,-,2.97,M,15.0,V,A,0.24,-9.99,A,-,0.20,-,10.4,-,-,-9.99,0.45,3,-,-,Y,-,N,N
5740,Toutoumi,1989 WM3,9105,A,C*,C,-,12.40,M,12.65,V,A,0.20,-9.99,A,-,0.10,-,11.68,-,-,0.33,0.43,3-,-,-,Y,-,N,N
5741,Akanemaruta,1989 XC,605,A,S,C,-,9.32,M,12.83,V,A,0.24,-9.99,A,-,0.15,-,4.573,-,-,-9.99,-9.99,2,-,-,Y,SWF,N,N
5743,Kato,1990 UW,9104,A,S*,C,-,5.05,T,13.85,V,G,0.470,-9.99,A,-,0.20,-,14.269,-,-,-9.99,0.52,2,-,-,N,SWF,N,N
5745,1991 AN,1991 AN,9104,A,S*,C,-,4.78,M,13.97,V,A,0.24,-9.99,A,-,0.20,-,4.087,-,-,-9.99,0.92,3,-,-,Y,-,N,N
5747,1991 CO3,1991 CO3,701,A,S,D,-,8.09,M,12.6,V,A,0.24,-9.99,D,-,0.2460,-,196.45,-,-,0.71,1.05,3-,T0,-,N,-,N,N
5748,Davebrin,1991 DX,502,A,S,C,-,5.47,M,13.73,V,A,0.24,-9.99,A,-,0.19,-,8.94458,-,-,-9.99,0.78,2,-,-,N,DWF,N,N
5750,Kandatai,1991 GG1,606,A,K,C,-,14.41,M,12.04,V,A,0.24,-9.99,A,-,0.13,-,9.264,-,-,-9.99,0.50,3-,-,-,N,-,N,N
5751,Zao,1992 AC,9101,A,S*,L,-,3.05,L,14.94,V,A,0.24,-9.99,A,-,0.20,-,76.,-,-,0.1,0.2,2,T0,-,N,-,N,N
5752,1992 CJ,1992 CJ,402,A,S,C,-,4.42,M,13.7,V,A,0.24,-9.99,A,-,0.30,-,86.,-,-,-9.99,0.80,2,T0,-,Y,-,N,N
5754,1992 FR2,1992 FR2,9104,A,S*,C,-,7.60,M,12.96,V,A,0.24,-9.99,A,-,0.20,-,8.9021,-,-,0.68,1.00,3,-,-,Y,-,N,N
5755,1992 OP7,1992 OP7,606,A,K,C,-,15.94,M,11.82,V,A,0.24,-9.99,A,-,0.13,S,5.5752,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5757,Ticha,1967 JN,9106,A,C*,C,-,19.12,M,12.32,V,A,0.12,-9.99,A,-,0.057,-,31.237,-,-,-9.99,0.46,2,N,-,N,DWF,N,N
5759,Zoshchenko,1980 BJ4,605,A,S,C,-,8.31,M,13.08,V,A,0.24,-9.99,A,-,0.15,-,4.203,-,-,0.55,0.61,2,-,-,N,SWF,N,N
5760,Mittlefehldt,1981 EX13,606,A,K,C,-,9.05,M,13.05,V,A,0.24,-9.99,A,-,0.13,S,5.48720,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5761,Andreivanov,1981 ED21,9106,A,C*,D,-,6.82,L,14.56,V,A,0.12,-9.99,A,-,0.057,-,11.68,-,-,0.82,0.85,2,-,-,N,-,N,N
5762,Wanke,1981 EG28,9104,A,S*,C,-,4.62,M,14.04,V,A,0.24,-9.99,A,-,0.20,-,3.835,-,-,-9.99,0.23,2,-,-,N,SWF,N,N
5764,1985 CS1,1985 CS1,9104,A,S*,C,-,5.98,M,13.48,V,A,0.24,-9.99,A,-,0.20,-,13.7705,-,-,-9.99,0.29,2,-,-,N,DWF,N,N
5765,Izett,1986 GU,805,A,S,C,-,8.18,M,12.56,V,A,0.24,-9.99,A,-,0.25,-,8.9553,-,-,-9.99,0.29,2+,-,-,N,-,N,N
5767,Moldun,1986 RV2,402,A,S,C,-,3.35,M,14.3,V,A,0.24,-9.99,A,-,0.30,-,25.648,-,-,-9.99,-9.99,2-,-,-,N,SWF,N,N
5769,Michard,1987 PL,606,A,K,C,-,10.58,T,12.71,V,G,0.665,-9.99,A,-,0.13,-,3.350,-,-,-9.99,0.37,2,-,-,N,SWF,N,N
5770,1987 RY,1987 RY,602,A,C,C,-,14.22,M,12.74,V,A,0.12,-9.99,A,-,0.07,-,13.91,-,-,0.51,0.56,2+,-,-,N,SWF,N,N
5771,Somerville,1987 ST1,9106,A,C*,D,-,22.82,M,12.4,V,A,0.12,-9.99,D,-,0.0372,-,9.20,-,-,-9.99,0.80,2+,A,-,Y,-,N,N
5772,Johnlambert,1988 LB,502,A,S,C,-,6.49,T,13.36,V,G,0.275,-9.99,A,-,0.19,-,3.289,-,-,-9.99,0.17,2,-,-,N,SWF,N,N
5773,Hopper,1989 NO,402,A,S,C,-,4.37,M,13.72,V,A,0.24,-9.99,A,-,0.30,-,108.986,-,-,0.72,0.74,2,-,-,N,SWF,N,N
5774,Ratliff,1989 NR,9104,A,S*,C,-,4.56,M,14.07,V,A,0.24,-9.99,A,-,0.20,-,61.,-,>,-9.99,0.6,2,T0,-,N,-,N,N
5775,Inuyama,1989 SP,9104,A,S*,C,-,7.89,M,12.88,V,A,0.24,-9.99,A,-,0.20,-,4.8345,-,-,-9.99,0.57,3,-,-,Y,-,N,N
5776,1989 UT2,1989 UT2,502,A,S,C,-,7.66,M,13,V,A,0.24,-9.99,A,-,0.19,S,4.34079,-,-,-9.99,-9.99,2,N,-,Y,LCI-D,N,N
5778,Jurafrance,1989 YF5,506,A,S,C,-,10.63,M,11.99,V,A,0.24,-9.99,A,-,0.25,-,4.14,-,-,-9.99,0.27,2-,-,-,N,-,N,N
5782,Akirafujiwara,1991 AF,401,A,V,C,-,3.66,M,13.94,V,A,0.43,-9.99,A,-,0.35,-,15.7872,-,-,-9.99,0.39,2,-,-,N,DWF,N,N
5783,Kumagaya,1991 CO,9104,A,S*,D,-,5.14,L,13.81,V,L,0.24,-9.99,A,-,0.20,-,3.658,-,-,0.18,0.22,3,-,-,N,-,N,N
5784,Yoron,1991 CY,9105,A,C*,C,-,8.98,T,13.35,V,G,0.440,-9.99,A,-,0.10,-,11.046,-,-,-9.99,0.41,2,-,-,Y,SWF,N,N
5786,Talos,1991 RC,9101,A,S*,D,-,1.00,L,17.36,V,A,0.24,-9.99,A,-,0.20,-,23.60,-,-,0.23,0.30,2,T?,-,N,-,N,N
5787,1992 FA1,1992 FA1,402,A,S,C,-,4.69,M,13.57,V,A,0.24,-9.99,A,-,0.30,-,4.0176,-,-,0.20,0.22,3,-,-,N,-,N,N
5795,Roshchina,1978 SH1,9104,A,S*,C,-,5.58,M,13.63,V,A,0.24,-9.99,A,-,0.20,S,5.376907,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5796,Klemm,1978 VK5,9104,A,S*,C,-,5.96,M,13.49,V,A,0.24,-9.99,A,-,0.20,-,3.929,-,-,-9.99,0.50,2,-,-,N,SWF,N,N
5797,Bivoj,1980 AA,9101,A,S*,D,-,0.484,L,18.94,V,A,0.24,-9.99,A,-,0.20,-,2.706,-,-,0.12,0.17,3,-,-,N,-,N,N
5798,Burnett,1980 RL7,9104,A,S*,C,-,8.81,M,12.64,V,A,0.24,-9.99,A,-,0.20,-,7.482,-,-,0.46,0.68,3-,-,-,Y,-,N,N
5802,Casteldelpiano,1984 HL1,9104,A,S*,C,-,5.61,T,13.62,V,G,0.400,-9.99,A,-,0.20,-,2.9705,-,-,-9.99,0.10,2+,-,-,N,-,N,N
5803,Otzi,1984 OA,9105,A,C*,C,-,10.22,T,13.07,V,G,0.840,-9.99,A,-,0.10,-,3.634,-,-,-9.99,0.43,2,-,-,N,SWF,N,N
5804,Bambinidipraga,1985 RL1,9104,A,S*,C,-,6.10,M,13.44,V,A,0.24,-9.99,A,-,0.20,-,11.379,-,-,-9.99,0.39,2,-,-,N,-,N,N
5806,Archieroy,1986 AG1,9102,L,S,C,-,5.90,M,13.07,V,A,0.30,-9.99,A,-,0.3,-,12.163,-,-,0.34,0.55,3,-,-,N,-,N,N
5807,Mshatka,1986 QA4,9106,A,C*,C,-,13.35,M,13.1,V,A,0.12,-9.99,A,-,0.057,-,129.751,-,-,-9.99,0.63,2,-,-,Y,SWF,N,N
5808,Babel',1987 QV10,606,A,K,C,-,13.95,M,12.11,V,A,0.24,-9.99,A,-,0.13,-,30.1,-,-,-9.99,0.47,2,-,-,Y,-,N,N
5811,Keck,1988 KC,9105,A,C*,C,-,10.70,M,12.97,V,A,0.20,-9.99,A,-,0.10,>,30.,-,>,-9.99,0.25,2,-,-,N,-,N,N
5813,Eizaburo,1988 VL,9104,A,S*,C,-,7.60,L,12.96,V,L,0.16,-9.99,A,-,0.20,-,2.876,-,-,0.24,0.37,3,-,-,N,-,N,N
5815,Shinsengumi,1989 AH,902,A,B,C,-,15.03,T,12.62,V,G,0.765,-9.99,A,-,0.07,-,37.923,-,-,-9.99,0.36,2,-,-,Y,SWF,N,N
5817,Robertfrazer,1989 RZ,9103,A,S*,C,-,7.67,M,12.94,V,A,0.24,-9.99,A,-,0.20,-,4.05083,-,-,0.22,0.33,3,-,B,N,-,N,N
5819,Lauretta,1989 UZ4,9104,A,S*,C,-,5.07,T,13.84,V,G,0.905,-9.99,A,-,0.20,-,5.361,-,-,-9.99,0.43,2,-,-,N,SWF,N,N
5823,Oryo,1989 YH,9106,A,C*,C,-,8.39,M,12.73,V,A,0.12,-9.99,L,-,0.2029,-,2.7939,-,-,0.18,0.42,3,-,-,N,-,N,N
5826,Bradstreet,1990 DB,602,A,C,C,-,16.40,T,12.43,V,L,0.15,-9.99,A,-,0.07,-,5.55,-,-,0.54,0.63,2,-,-,Y,SWF,N,N
5827,Letunov,1990 VB15,9104,A,S*,C,-,4.75,T,13.98,V,L,0.15,-9.99,A,-,0.20,-,152,-,-,-9.99,1.2,2+,T,-,N,-,N,N
5828,1991 AM,1991 AM,9101,A,S*,C,-,1.96,M,15.9,V,A,0.24,-9.99,A,-,0.20,-,2.6666,-,-,-9.99,0.15,3,-,?,N,-,N,N
5830,Simohiro,1991 EG,9104,A,S*,C,-,2.52,T,15.36,V,G,0.655,-9.99,A,-,0.20,-,58.052,-,-,-9.99,0.89,2,-,-,N,SWF,N,N
5831,Dizzy,1991 JG,505,A,C,C,-,10.30,T,13.44,V,G,0.850,-9.99,A,-,0.07,-,9.074,-,-,-9.99,0.32,2,-,-,Y,SWF,N,N
5832,Martaprincipe,1991 LE1,9105,A,C*,D,-,18.58,M,12.39,V,A,0.20,-9.99,D,-,0.0566,-,-9.99,-,-,-9.99,0.16,-,N,-,N,-,N,N
5833,Peterson,1991 PQ,9106,A,C*,C,-,30.31,T,11.32,V,G,0.350,-9.99,A,-,0.057,-,27.441,-,-,0.24,0.29,2,-,-,N,SWF,N,N
5834,1992 SZ14,1992 SZ14,9106,A,C*,C,-,21.26,M,12.09,V,A,0.12,-9.99,A,-,0.057,-,3.21483,-,-,-9.99,0.09,2,-,-,N,DWF,N,N
5836,1993 MF,1993 MF,9101,A,S*,D,-,2.78,L,15.141,V,A,0.24,-9.99,A,-,0.20,-,4.9543,-,-,0.53,0.88,3,-,-,Y,-,N,N
5837,Hedin,2548 P-L,602,A,C,C,-,9.66,T,13.58,V,G,1.000,-9.99,A,-,0.07,-,7.726,-,-,-9.99,0.69,2,-,-,N,SWF,N,N
5839,GOI,1974 SJ3,9106,A,C*,C,-,24.08,M,11.82,V,A,0.12,-9.99,A,-,0.057,-,6.303,-,-,-9.99,0.35,3,-,-,N,-,N,N
5841,Stone,1982 ST,003,A,E,C,-,2.71,M,14.5,V,A,0.43,-9.99,A,-,0.38,-,2.890,-,-,0.04,0.11,3,-,-,Y,-,N,N
5845,Davidbrewster,1988 QP,606,A,K,C,-,12.37,M,12.37,V,A,0.24,-9.99,A,-,0.13,-,5.00951,-,-,-9.99,0.07,2,-,-,N,DWF,N,N
5847,Wakiya,1989 YB,9104,A,S*,C,-,7.13,M,13.1,V,A,0.24,-9.99,A,-,0.20,-,96.4677,-,-,-9.99,0.78,3-,-,-,N,DWF,N,N
5849,Bhanji,1990 HF1,902,A,B,D,-,27.83,M,11.06,V,A,0.12,-9.99,D,-,0.0859,-,8.733,-,-,-9.99,0.60,3,-,-,Y,-,N,N
5851,Inagawa,1991 DM1,502,A,S,C,-,9.82,M,12.46,V,A,0.24,-9.99,A,-,0.19,-,367.5,-,-,0.46,0.90,3,T?,-,N,-,N,N
5852,Nanette,1991 HO,541,A,CZ,C,-,21.58,M,12.2,V,A,0.12,-9.99,A,-,0.05,-,5.606,-,-,-9.99,0.49,3,-,-,Y,-,N,N
5854,1992 UP,1992 UP,602,A,C,C,-,16.10,M,12.47,V,A,0.12,-9.99,A,-,0.07,-,7.1296,-,-,0.27,1.00,3,-,-,N,-,N,N
5855,Yukitsuna,1992 UO2,506,A,S,C,-,9.87,M,12.15,V,A,0.24,-9.99,A,-,0.25,-,19.04,-,-,-9.99,0.8,2+,-,-,N,-,N,N
5856,1994 AL2,1994 AL2,506,A,S,C,-,6.29,M,13.13,V,A,0.24,-9.99,A,-,0.25,-,10.5058,-,-,-9.99,0.74,2,-,-,N,DWF,N,N
5858,Borovitskia,1978 SU5,401,A,V,C,-,5.94,M,12.89,V,A,0.43,-9.99,A,-,0.35,-,7.553,-,-,0.18,0.40,3,-,-,Y,-,N,N
5863,Tara,1983 RB,9101,A,S*,D,-,1.87,L,16.01,V,A,0.24,-9.99,A,-,0.20,-,5.867,-,-,0.17,0.19,2+,-,-,N,-,N,N
5865,Qualytemocrina,1984 QQ,9104,A,S*,C,-,5.19,M,13.79,V,A,0.24,-9.99,A,-,0.20,-,2.41634,-,-,-9.99,0.32,2,-,-,N,DWF,N,N
5868,Ohta,1988 TQ,9105,A,C*,C,-,4.89,T,14.67,V,G,1.000,-9.99,A,-,0.10,-,12.631,-,-,-9.99,0.43,2,-,-,N,SWF,N,N
5869,Tanith,1988 VN4,9101,A,S*,C,-,1.08,M,17.19,V,A,0.24,-9.99,A,-,0.20,-,17.519,-,-,-9.99,0.37,3,4,-,N,-,N,N
5870,Baltimore,1989 CC1,9103,A,S*,D,-,6.50,M,13.3,V,A,0.24,-9.99,A,-,0.20,-,4.989,-,-,-9.99,0.35,3,-,-,N,-,N,N
5871,Bobbell,1989 CE2,9102,A,SE*,C,-,3.57,M,14.16,V,A,0.30,-9.99,A,-,0.3,-,30.21,-,-,0.27,0.35,3-,-,-,N,-,N,N
5872,Sugano,1989 SL,9104,A,S*,C,-,5.43,M,13.69,V,A,0.24,-9.99,A,-,0.20,-,3.3642,-,-,-9.99,0.11,3,-,B,N,-,N,N
5874,1989 XB,1989 XB,9104,A,S*,C,-,5.43,M,13.69,V,A,0.24,-9.99,A,-,0.20,-,-9.99,-,-,-9.99,0.06,-,N,-,N,-,N,N
5875,Kuga,1989 XO,9104,A,S*,C,-,8.97,M,12.6,V,A,0.24,-9.99,A,-,0.20,-,5.551,-,-,0.24,0.37,3,-,-,Y,-,N,N
5876,1990 DM2,1990 DM2,514,A,S,C,-,7.04,T,13.24,V,G,0.445,-9.99,A,-,0.18,-,5.441,-,-,-9.99,0.43,2,-,-,N,SWF,N,N
5877,Toshimaihara,1990 FP,9104,A,S*,C,-,7.19,M,13.08,V,A,0.24,-9.99,A,-,0.20,-,8.91,-,-,-9.99,0.09,2,-,-,N,-,N,N
5878,Charlene,1991 CC1,9104,A,S*,C,-,6.24,M,13.39,V,A,0.24,-9.99,A,-,0.20,-,7.0584,-,-,0.20,0.21,3,-,-,N,-,N,N
5879,Almeria,1992 CH1,9101,A,S*,C,-,0.857,M,17.7,V,A,0.24,-9.99,A,-,0.20,-,21.967,-,-,0.17,0.45,3,-,-,N,-,N,N
5881,Akashi,1992 SR12,605,A,S,C,-,10.31,M,12.61,V,A,0.24,-9.99,A,-,0.15,-,4.283,-,-,-9.99,-9.99,2-,-,-,N,SWF,N,N
5883,Josephblack,1993 VM5,9106,A,C*,C,-,22.57,M,11.96,V,A,0.12,-9.99,A,-,0.057,S,17.542,-,-,-9.99,-9.99,2,N,-,Y,LCI-W,N,N
5885,Apeldoorn,3137 T-2,9106,A,C*,C,-,19.57,M,12.27,V,A,0.12,-9.99,A,-,0.057,-,5.55619,-,-,-9.99,0.41,2,-,-,N,DWF,N,N
5886,Rutger,1975 LR,606,A,K,C,-,17.72,M,11.59,V,A,0.24,-9.99,A,-,0.13,-,3.32491,-,-,-9.99,0.20,2,-,-,N,DWF,N,N
5887,Yauza,1976 SG2,402,A,S,C,-,5.00,M,13.43,V,A,0.24,-9.99,A,-,0.30,-,54.78,-,-,-9.99,0.30,2,T?,-,Y,-,N,N
5889,Mickiewicz,1979 FA3,9106,A,C*,C,-,19.30,M,12.3,V,A,0.12,-9.99,A,-,0.057,-,6.1412,-,-,-9.99,0.37,3-,-,-,N,-,N,N
5891,Gehrig,1981 SM,9104,A,S*,C,-,6.07,M,13.45,V,A,0.24,-9.99,A,-,0.20,-,3.57,-,-,-9.99,0.76,3,-,-,Y,SWF,N,N
5892,Milesdavis,1981 YS1,9104,S,S,C,-,5.38,M,13.71,V,A,0.24,-9.99,A,-,0.20,-,10.59,-,-,-9.99,0.26,3,-,-,N,-,N,N
